"artist","attack","cardClass","classes__001","classes__002","classes__003","collectible","collectionText","cost","dbfId","entourage__-","faction","entourage","durability","elite","flavor","howToEarn","health","hideStats","howToEarnGolden","id","mechanics__001","multiClassGroup","mechanics__002","mechanics__003","mechanics__004","name","playRequirements__REQ_FRIENDLY_MINION_DIED_THIS_GAME","playRequirements__REQ_MINION_OR_ENEMY_HERO","playRequirements__REQ_STEADY_SHOT","playRequirements__REQ_ENTIRE_ENTOURAGE_NOT_IN_PLAY","playRequirements__REQ_ENEMY_WEAPON_EQUIPPED","playRequirements__REQ_DAMAGED_TARGET","playRequirements__REQ_TARGET_IF_AVAILABLE_AND_MINIMUM_FRIENDLY_SECRETS","playRequirements__REQ_WEAPON_EQUIPPED","playRequirements__REQ_MINIMUM_TOTAL_MINIONS","playRequirements__REQ_TARGET_IF_AVAILABLE_AND_MINIMUM_FRIENDLY_MINIONS","playRequirements__REQ_LEGENDARY_TARGET","playRequirements__REQ_MINION_SLOT_OR_MANA_CRYSTAL_SLOT","playRequirements__REQ_FROZEN_TARGET","playRequirements__REQ_TARGET_FOR_COMBO","overload","playRequirements__REQ_MINIMUM_ENEMY_MINIONS","playRequirements__REQ_SECRET_ZONE_CAP_FOR_NON_SECRET","playRequirements__REQ_HERO_TARGET","playRequirements__REQ_FRIENDLY_TARGET","playRequirements__REQ_ENEMY_TARGET","playRequirements__REQ_MINION_TARGET","playRequirements__REQ_MUST_TARGET_TAUNTER","playRequirements__REQ_STEALTHED_TARGET","playRequirements__REQ_TARGET_WITH_DEATHRATTLE","playRequirements__REQ_NONSELF_TARGET","playRequirements__REQ_TARGET_IF_AVAILABE_AND_ELEMENTAL_PLAYED_LAST_TURN","playRequirements__REQ_TARGET_IF_AVAILABLE_AND_DRAGON_IN_HAND","playRequirements__REQ_TARGET_IF_AVAILABLE","playRequirements__REQ_TARGET_WITH_RACE","playRequirements__REQ_NUM_MINION_SLOTS","playRequirements__REQ_TARGET_MAX_ATTACK","playRequirements__REQ_TARGET_MIN_ATTACK","playRequirements__REQ_TARGET_TO_PLAY","playRequirements__REQ_UNDAMAGED_TARGET","playerClass","race","rarity","referencedTags__001","referencedTags__002","referencedTags__003","set","spellDamage","targetingArrowText","text","type"
"","","NEUTRAL","","","","","","","38677","","","","","","","","80","","","LOEA07_02h","","","","","","Mine Shaft","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","LOE","","","","HERO"
"","","WARLOCK","","","","","","","185","","","","","","","","","","","CS2_059o","","","","","","Blood Pact","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WARLOCK","","","","","","EXPERT1","","","Increased Health.","ENCHANTMENT"
"","","NEUTRAL","","","","","","0","2406","","","","","","","","","","","XXX_057","","","","","","Destroy Target Secrets","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","0","","NEUTRAL","","","","","","CHEAT","","","Choose a hero. Destroy all <b>Secrets</b> controlled by that hero.","SPELL"
"","","NEUTRAL","","","","","","","42366","","","","","","","","","","","TB_SPT_DPromoSecret9e","","","","","","Knowledge","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","TB","","","Costs (1).","ENCHANTMENT"
"","0","NEUTRAL","","","","","","1","39149","","","","1","","","","","","","TB_SPT_BossWeapon","","","","","","Armory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","TB","","","Attack increases over time.","WEAPON"
"Alex Horley Orlandelli","5","WARRIOR","","","","True","","4","2753","","","","","","Playing him also gets you into the Magnataur Beta.","","3","","","AT_067","","","","","","Magnataur Alpha","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WARRIOR","","EPIC","","","","TGT","","","Also damages the minions next to whomever\nhe attacks.","MINION"
"","","NEUTRAL","","","","","","0","38287","","","","","","","","","","","TB_CoOpBossSpell_4","","","","","","Overclock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","TB","","","Gain 2 Attack.","SPELL"
"Arthur Gimaldinov","","NEUTRAL","","","","","","0","41059","","","","","","","","","","","UNG_999t4","","","","","","Rocky Carapace","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","0","","NEUTRAL","","","","","","UNGORO","","","+3 Health","SPELL"
"","0","NEUTRAL","","","","","","8","16885","","","","","","","","9","","","LOEA04_25","","","","","","Seething Statue","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","LOE","","","At the end of your turn, deal 2 damage to all enemies.","MINION"
"Gonzalo Ordonez","1","NEUTRAL","","","","True","","1","158","","ALLIANCE","","","","She promises not to tell anyone about that thing you did last night with that one person.","","2","","","EX1_080","","","","","","Secretkeeper","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","RARE","SECRET","","","EXPERT1","","","Whenever a <b>Secret</b> is played, gain +1/+1.","MINION"
"","","MAGE","","","","","","","1325","","","","","","","","30","","","TU4a_006","","","","","","Jaina Proudmoore","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MAGE","","COMMON","","","","MISSIONS","","","","HERO"
"Craig Elliot","1","ROGUE","","","","True","","2","41216","","","","","","AKA Edwin VanLeaf.","","1","","","UNG_063","COMBO","","","","","Biteweed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ROGUE","","EPIC","","","","UNGORO","","","<b>Combo:</b> Gain +1/+1 for each other card you've played this turn.","MINION"
"","","NEUTRAL","","","","","","0","39044","","","","","","","","","","","TB_PickYourFate_11rand","","","","","","Dire Fate: Murlocs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","TB","","","Turn each minion in play into a 1/1 Murloc.","SPELL"
"","0","NEUTRAL","","","","","","0","38484","","","","","","","","5","","","LOEA01_11h","DEATHRATTLE","","","","","Rod of the Sun","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","LOE","","","<b>Deathrattle:</b> Surrender this to your opponent.","MINION"
"","","NEUTRAL","","","","","","","38742","","","","","","","","","","","LOEA09_3aH","","","","","","Famished","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","LOE","","","Quite Hungry.","ENCHANTMENT"
"Raymond Swanland","","DRUID","","","","True","","2","836","","","","","","The talk around the Ratchet Inn is that this card is too good and should be a Legendary.","","","","","EX1_154","CHOOSE_ONE","","","","","Wrath","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","0","","DRUID","","COMMON","","","","EXPERT1","","","<b>Choose One -</b> Deal $3 damage to a minion; or $1 damage and draw a card.","SPELL"
"Dave Allsop","","PRIEST","","","","True","","2","545","","","","","","This spell blasts you directly in the MIND.","Unlocked at Level 1.","","","Unlocked at Level 15.","DS1_233","","","","","","Mind Blast","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PRIEST","","FREE","","","","CORE","","","Deal $5 damage to the enemy hero.","SPELL"
"","","NEUTRAL","","","","","","","40524","","","","","","","","","","","TB_CoOpv3_101e","","","","","","Team Player Enchantment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","TB","","","<b>Immune</b> ahile attacking","ENCHANTMENT"
"Rudy Siswanto","4","SHAMAN","","","","True","","7","41116","","","","","","He and his friends just want to rock out.","","4","","","UNG_208","BATTLECRY","","","","","Stone Sentinel","","","","","","","","","","","","","","","","","","","0","","","","","0","","","","","","","","","","","SHAMAN","ELEMENTAL","EPIC","TAUNT","","","UNGORO","","","<b>Battlecry:</b> If you played an Elemental last turn, summon two 2/3 Elementals with <b>Taunt</b>.","MINION"
"","","SHAMAN","","","","","","","1853","","","","","","","","","","","CS2_041e","TAUNT","","","","","Ancestral Infusion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SHAMAN","","","","","","CORE","","","Taunt.","ENCHANTMENT"
"Richie Marella","2","NEUTRAL","","","","True","","2","41","","","","","","Grunting is what his father did and his father before that.   It's more than just a job.","","2","","Unlocked at Shaman Level 57.","CS2_121","TAUNT","","","","","Frostwolf Grunt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","FREE","","","","CORE","","","<b>Taunt</b>","MINION"
"","5","NEUTRAL","","","","","","6","1761","","","","","True","","","5","","","CRED_02","","","","","","Eric Dodds","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","LEGENDARY","","","","CREDITS","","","<b>Battlecry:</b> Summon a 2/2 Pirate and destroy all Ninjas.","MINION"
"Garrett Hanna","4","NEUTRAL","","","","True","","5","39269","","","","","","Just between us, if things get tight the Menagerie Magician position will probably be the first to go.","Unlocked in the Menagerie, in One Night in Karazhan.","4","","Crafting unlocked in the Menagerie, in One Night in Karazhan.","KAR_702","BATTLECRY","","","","","Menagerie Magician","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","COMMON","","","","KARA","","","<b>Battlecry:</b> Give a random friendly Beast, Dragon, and Murloc +2/+2.","MINION"
"Jim Nelson","7","NEUTRAL","","","","True","","4","9107","","","","","","Don't blink!  Don't turn your back, don't look away, and DON'T BLINK.","Unlocked in the Hall of Explorers, in the League of Explorers adventure.","7","","Crafting unlocked in the Hall of Explorers, in the League of Explorers adventure.","LOE_107","","","","","","Eerie Statue","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","RARE","","","","LOE","","","Can’t attack unless it’s the only minion in the battlefield.","MINION"
"Raymond Swanland","","PALADIN","","","","True","","8","594","","","","","","A grammatically awkward life saver.","","","","","EX1_354","","","","","","Lay on Hands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","PALADIN","","EPIC","","","","EXPERT1","","","Restore #8 Health. Draw 3 cards.","SPELL"
"Richard Wright","4","NEUTRAL","","","","True","","2","605","","ALLIANCE","","","","Why do its eyes seem to follow you as you walk by?","","5","","","EX1_045","CANT_ATTACK","","","","","Ancient Watcher","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","RARE","","","","EXPERT1","","","Can't attack.","MINION"
"Matt Dixon","2","NEUTRAL","","","","","","2","38469","","","","","","","","2","","","LOE_089t2","","","","","","Wily Runt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","LOE","","","","MINION"
"Zoltan & Gabor","","PALADIN","","","","True","","2","291","","","","","","If you are often bathed in Holy Light, you should consider wearing sunscreen.","Unlocked at Level 1.","","","Unlocked at Level 15.","CS2_089","","","","","","Holy Light","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","PALADIN","","FREE","","","","CORE","","","Restore #6 Health.","SPELL"
"Bernie Kang","2","ROGUE","","","","True","","1","2882","","","","","","It could be worse.  It could be a Snake Pit.","Unlocked in The Ruined City, in the League of Explorers adventure.","1","","Crafting unlocked in The Ruined City, in the League of Explorers adventure.","LOE_010","POISONOUS","","","","","Pit Snake","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ROGUE","BEAST","COMMON","","","","LOE","","","<b>Poisonous</b>","MINION"
"","","NEUTRAL","","","","","","","2721","","","","","","","","","","","BRM_033e","","","","","","Dragon Blood","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","BRM","","","+1/+1","ENCHANTMENT"
"","","ROGUE","","","","","","","1760","","","","","","","","","","","EX1_145o","TAG_ONE_TURN_EFFECT","","","","","Preparation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ROGUE","","","","","","EXPERT1","","","The next spell you cast this turn costs (3) less.","ENCHANTMENT"
"Tyler Walpole","","PRIEST","","","","","","","41702","","","","","","","","","","","UNG_037e","","","","","","Shellshield","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PRIEST","","","","","","UNGORO","","","+1/+1.","ENCHANTMENT"
"","","NEUTRAL","","","","","","0","1897","","","","","","","","","","","NAX13_02","AI_MUST_PLAY","","","","","Polarity Shift","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","NAXX","","","<b>Hero Power</b>\nSwap the Attack and Health of all minions.","HERO_POWER"
"","","NEUTRAL","","","","","","6","2472","","","","","","","","","","","BRMA14_8H","AI_MUST_PLAY","","","","","Activate Magmatron","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","BRM","","","<b>Hero Power</b>\nActivate Magmatron!","HERO_POWER"
"","7","NEUTRAL","","","","","","6","1762","","","","","True","","","6","","","CRED_01","","","","","","Jason Chayes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","LEGENDARY","","","","CREDITS","","","<b>Enrage:</b> Just kidding! He never Enrages.","MINION"
"","1","NEUTRAL","","","","","","1","1603","","","","","","","","1","","","TU4d_002","","","","","","Crazed Hunter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","COMMON","","","","MISSIONS","","","","MINION"
"","2","WARRIOR","","","","","","2","38968","","","","","","","","2","","","OG_314b","","","","","","Slime","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WARRIOR","","","","","","OG","","","","MINION"
"","4","NEUTRAL","","","","","","1","2591","","","","","True","","","4","","","BRMA14_5H","","","","","","Toxitron","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","MECHANICAL","LEGENDARY","","","","BRM","","","At the start of your turn, deal 1 damage to all other minions.","MINION"
"Dany Orizio","3","NEUTRAL","","","","True","","3","41478","","","","","","Lookout is a self-appointed title that's mostly an excuse to beat things up.","","2","","","UNG_937","BATTLECRY","","","","","Primalfin Lookout","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","MURLOC","COMMON","DISCOVER","","","UNGORO","","","<b>Battlecry:</b> If you control another Murloc, <b>Discover</b> a Murloc.","MINION"
"Adam Byrne","3","HUNTER","","","","True","","2","40684","","","","","","Still angry that the Gadgetzan Rager Club wouldn't accept him as a member.","","2","","","CFM_338","BATTLECRY","","","","","Trogg Beastrager","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HUNTER","","RARE","","","","GANGS","","","<b>Battlecry:</b> Give a random Beast in your hand +1/+1.","MINION"
"Wayne Reynolds","4","WARRIOR","","","","True","","4","40568","","","","","","""You look like a Gadgetgun 3000-Mark IV man, am I right?""","","3","","","CFM_754","","","","","","Grimy Gadgeteer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WARRIOR","","COMMON","","","","GANGS","","","At the end of your turn, give a random minion in your hand +2/+2.","MINION"
"","","NEUTRAL","","","","","","","38515","","","","","","","","","","","OG_138e","","","","","","Will of the Vizier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","OG","","","Reduced Cost.","ENCHANTMENT"
"Zoltan & Gabor","7","WARRIOR","","","","True","","7","810","","","","1","","Grommash Hellscream's famous axe.  Somehow this ended up in Prince Malchezaar's possession.  Quite the mystery!","","","","","EX1_411","","","","","","Gorehowl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WARRIOR","","EPIC","","","","EXPERT1","","","Attacking a minion costs 1 Attack instead of 1 Durability.","WEAPON"
"","","SHAMAN","","","","","","2","2742","","","","","","","","","","","AT_132_SHAMAN","","","","","","Totemic Slam","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","SHAMAN","","","","","","TGT","","","<b>Hero Power</b>\nSummon a Totem of your choice.","HERO_POWER"
